Protein,AUC,Index,Model,T,Onset,Scale,MaxFlag
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PDZD2, POSTN, PPFIA1, PPFIA4, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.715905946,64,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL3, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PDZD2, POSTN, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.715391275,66,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PDZD2, POSTN, PPFIA1, PPFIA4, PRKN, PRND, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.717690458,69,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.717714508,70,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PDZD2, POSTN, PPFIA1, PPFIA4, PRKN, PRND, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.717183557,71,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.715575906,72,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.716605247,74,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.716597477,77,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.718221408,80,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPY, PRKN, PRND, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.714932475,83,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPY, PRKN, PRND, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.711080771,84,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.711611722,87,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.708290968,88,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.706650757,89,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.704447774,90,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.702783513,92,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CRTAC1, DCTN2, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.700612351,94,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, ART3, CA14, CALCA, CALCB, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CRTAC1, DCTN2, DMD, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.70007363,96,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CRTAC1, DCTN2, DMD, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.701175121,97,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CRTAC1, DCTN2, DMD, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, TAX1BP1, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.698400858,98,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CRTAC1, DCTN2, DMD, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, TAX1BP1, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.696784697,99,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CRTAC1, DCTN2, DMD, DTNB, DUSP29, EIF2AK3, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, TAX1BP1, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.696245976,101,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CAPN3, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, DCTN2, DMD, DTNB, DUSP29, EIF2AK3, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, TAX1BP1, THBS4, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.691349391,102,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CAPN3, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, DCTN2, DMD, DTNB, DUSP29, EIF2AK3, ELAVL4, EPHA1, EZR, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB6, JCAD, KISS1, KLHL41, KLK15, KLK8, KRI1, MAP3K5, MELTF, MMP3, MOCS3, MPHOSPH9, MSANTD3, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PPFIBP1, PPY, PRKN, PRND, RAD51AP2, RBFOX3, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, TAX1BP1, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.693013653,103,Elastic_Net,5,_first_onset,,NA
